clause_id,doc_id,document,regulation_type,year,pasal,ayat,huruf,angka,source_location,bab,bagian,paragraf,clause_text,word_count,segmentation_note,unit_text_before_atomic_split,is_substantive,non_substantive_reason
C00491,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 2,3,b,,Pasal 2 ayat 3 huruf b,BAB I,,,mengoperasikan pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan secara terus-menerus (must-run) sesuai dengan karakteristik sumber pembangkit dan/atau sesuai dengan kesiapan sistem kelistrikan setempat dalam hal terjadi kondisi beban rendah,33,huruf-level clause,mengoperasikan pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan secara terus-menerus (must-run) sesuai dengan karakteristik sumber pembangkit dan/atau sesuai dengan kesiapan sistem kelistrikan setempat dalam hal terjadi kondisi beban rendah;,True,substantive_candidate
C00492,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 2,3,c,,Pasal 2 ayat 3 huruf c,BAB I,,,menggunakan produk dalam negeri sesuai dengan,6,huruf-level clause,menggunakan produk dalam negeri sesuai dengan,True,substantive_candidate
C00493,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 2,3,d,,Pasal 2 ayat 3 huruf d,BAB I,,,mengembangkan pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan,9,huruf-level clause,mengembangkan pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan.,True,substantive_candidate
C00494,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,1,,,Pasal 3 ayat 1,BAB I,,,"Dalam rangka transisi energi sektor ketenagalistrikan, Menteri menyusun peta jalan percepatan pengakhiran masa operasional PLTU yang dituangkan dalam dokumen perencanaan sektoral",21,ayat-level clause,"Dalam rangka transisi energi sektor ketenagalistrikan, Menteri menyusun peta jalan percepatan pengakhiran masa operasional PLTU yang dituangkan dalam dokumen perencanaan sektoral.",True,substantive_candidate
C00495,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,2,,,Pasal 3 ayat 2,BAB I,,,Penyusunan peta jalan sebagaimana dimaksud pada ayat (1) dilakukan setelah berkoordinasi dengan menteri yang menyelenggarakan urusan pemerintahan di bidang keuangan negara dan menteri yang menyelenggarakan urusan pemerintahan di bidang badan usaha milik negara,33,ayat-level clause,Penyusunan peta jalan sebagaimana dimaksud pada ayat (1) dilakukan setelah berkoordinasi dengan menteri yang menyelenggarakan urusan pemerintahan di bidang keuangan negara dan menteri yang menyelenggarakan urusan pemerintahan di bidang badan usaha milik negara.,True,substantive_candidate
C00496,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,3,,,Pasal 3 ayat 3,BAB I,,,Peta jalan percepatan sebagaimana dimaksud pada ayat (1) paling sedikit memuat,11,ayat-level clause,Peta jalan percepatan sebagaimana dimaksud pada ayat (1) paling sedikit memuat:,True,substantive_candidate
C00497,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,3,a,,Pasal 3 ayat 3 huruf a,BAB I,,,pengurangan emisi gas rumah kaca PLTU,6,huruf-level clause,pengurangan emisi gas rumah kaca PLTU;,True,substantive_candidate
C00498,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,3,b,,Pasal 3 ayat 3 huruf b,BAB I,,,strategi percepatan pengakhiran masa operasional PLTU,6,huruf-level clause,strategi percepatan pengakhiran masa operasional PLTU; dan,True,substantive_candidate
C00499,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,3,c,,Pasal 3 ayat 3 huruf c,BAB I,,,keselarasan antar berbagai kebijakan lainnya,5,huruf-level clause,keselarasan antar berbagai kebijakan lainnya.,True,substantive_candidate
C00500,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,4,,,Pasal 3 ayat 4,BAB I,,,Pengembangan PLTU baru dilarang kecuali untuk,6,ayat-level clause,Pengembangan PLTU baru dilarang kecuali untuk:,True,substantive_candidate
C00501,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,4,a,,Pasal 3 ayat 4 huruf a,BAB I,,,PLTU yang telah ditetapkan dalam Rencana Usaha Penyediaan Tenaga Listrik sebelum berlakunya Peraturan Presiden ini,15,huruf-level clause,PLTU yang telah ditetapkan dalam Rencana Usaha Penyediaan Tenaga Listrik sebelum berlakunya Peraturan Presiden ini; atau,True,substantive_candidate
C00502,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,4,b,,Pasal 3 ayat 4 huruf b,BAB I,,,PLTU yang memenuhi persyaratan,4,huruf-level clause,PLTU yang memenuhi persyaratan:,True,substantive_candidate
C00503,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,4,b,1,Pasal 3 ayat 4 huruf b angka 1,BAB I,,,Terintegrasi dengan industri yang dibangun berorientasi untuk peningkatan nilai tambah sumber daya alam atau termasuk dalam Proyek Strategis Nasional yang memiliki kontribusi besar terhadap penciptaan lapangan kerja dan/atau pertumbuhan ekonomi nasional,32,angka-level clause,Terintegrasi dengan industri yang dibangun berorientasi untuk peningkatan nilai tambah sumber daya alam atau termasuk dalam Proyek Strategis Nasional yang memiliki kontribusi besar terhadap penciptaan lapangan kerja dan/atau pertumbuhan ekonomi nasional;,True,substantive_candidate
C00504,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,4,b,2,Pasal 3 ayat 4 huruf b angka 2,BAB I,,,"Berkomitmen untuk melakukan pengurangan emisi gas rumah kaca minimal 35% (tiga puluh lima persen) dalam jangka waktu 10 (sepuluh) tahun sejak PLTU beroperasi dibandingkan dengan rata-rata emisi PLTU di Indonesia pada tahun 2021 melalui pengembangan teknologi, carbon offset, dan/atau bauran Energi Terbarukan",44,angka-level clause,"Berkomitmen untuk melakukan pengurangan emisi gas rumah kaca minimal 35% (tiga puluh lima persen) dalam jangka waktu 10 (sepuluh) tahun sejak PLTU beroperasi dibandingkan dengan rata-rata emisi PLTU di Indonesia pada tahun 2021 melalui pengembangan teknologi, carbon offset, dan/atau bauran Energi Terbarukan; dan",True,substantive_candidate
C00505,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,4,b,3,Pasal 3 ayat 4 huruf b angka 3,BAB I,,,Beroperasi paling lama sampai dengan tahun 2050,7,angka-level clause,Beroperasi paling lama sampai dengan tahun 2050.,True,substantive_candidate
C00506,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,5,,,Pasal 3 ayat 5,BAB I,,,"Dalam upaya meningkatkan proporsi Energi Terbarukan dalam bauran energi listrik, PT PLN (Persero) melakukan percepatan pengakhiran waktu",17,ayat-level clause,"Dalam upaya meningkatkan proporsi Energi Terbarukan dalam bauran energi listrik, PT PLN (Persero) melakukan percepatan pengakhiran waktu:",True,substantive_candidate
C00507,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,5,a,,Pasal 3 ayat 5 huruf a,BAB I,,,operasi PLTU milik sendiri,4,huruf-level clause,operasi PLTU milik sendiri; dan/atau,True,substantive_candidate
C00508,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,5,b,,Pasal 3 ayat 5 huruf b,BAB I,,,"kontrak PJBL PLTU yang dikembangkan oleh PPL, dengan mempertimbangkan kondisi penyediaan (supply) dan permintaan (demand) listrik",16,huruf-level clause,"kontrak PJBL PLTU yang dikembangkan oleh PPL, dengan mempertimbangkan kondisi penyediaan (supply) dan permintaan (demand) listrik.",True,substantive_candidate
C00509,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,6,,,Pasal 3 ayat 6,BAB I,,,"Dalam hal pelaksanaan percepatan pengakhiran waktu operasi PLTU sebagaimana dimaksud pada ayat (5) memerlukan penggantian energi listrik, dapat digantikan dengan pembangkit Energi Terbarukan dengan mempertimbangkan kondisi penyediaan (supply) dan permintaan (demand) listrik",32,ayat-level clause,"Dalam hal pelaksanaan percepatan pengakhiran waktu operasi PLTU sebagaimana dimaksud pada ayat (5) memerlukan penggantian energi listrik, dapat digantikan dengan pembangkit Energi Terbarukan dengan mempertimbangkan kondisi penyediaan (supply) dan permintaan (demand) listrik.",True,substantive_candidate
C00510,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,7,,,Pasal 3 ayat 7,BAB I,,,Pelaksanaan percepatan pengakhiran waktu operasi PLTU milik sendiri dan/atau kontrak PJBL PLTU yang dikembangkan oleh PPL sebagaimana dimaksud pada ayat (5) oleh PT PLN (Persero) memperhatikan kriteria paling sedikit,30,ayat-level clause,Pelaksanaan percepatan pengakhiran waktu operasi PLTU milik sendiri dan/atau kontrak PJBL PLTU yang dikembangkan oleh PPL sebagaimana dimaksud pada ayat (5) oleh PT PLN (Persero) memperhatikan kriteria paling sedikit:,True,substantive_candidate
C00511,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,7,d,,Pasal 3 ayat 7 huruf d,BAB I,,,emisi gas rumah kaca PLTU,5,huruf-level clause,emisi gas rumah kaca PLTU;,True,substantive_candidate
C00512,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,7,f,,Pasal 3 ayat 7 huruf f,BAB I,,,ketersediaan dukungan pendanaan dalam negeri dan luar negeri,8,huruf-level clause,ketersediaan dukungan pendanaan dalam negeri dan luar negeri; dan,True,substantive_candidate
C00513,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,7,g,,Pasal 3 ayat 7 huruf g,BAB I,,,ketersediaan dukungan teknologi dalam negeri dan luar negeri,8,huruf-level clause,ketersediaan dukungan teknologi dalam negeri dan luar negeri.,True,substantive_candidate
C00514,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,8,a,,Pasal 3 ayat 8 huruf a,BAB I,,,percepatan pengakhiran waktu operasi PLTU milik sendiri dan/atau kontrak PJBL PLTU yang dikembangkan oleh PPL sebagaimana dimaksud pada ayat (5),21,huruf-level clause,percepatan pengakhiran waktu operasi PLTU milik sendiri dan/atau kontrak PJBL PLTU yang dikembangkan oleh PPL sebagaimana dimaksud pada ayat (5); atau,True,substantive_candidate
C00515,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,8,b,,Pasal 3 ayat 8 huruf b,BAB I,,,"percepatan pengakhiran waktu operasi PLTU milik sendiri dan/atau kontrak PJBL PLTU yang dikembangkan oleh PPL yang memerlukan penggantian pembangkit Energi Terbarukan sebagaimana dimaksud pada ayat (6), ditetapkan oleh Menteri setelah mendapatkan persetujuan tertulis dari menteri yang menyelenggarakan urusan pemerintahan di bidang keuangan negara dan menteri yang menyelenggarakan urusan pemerintahan di bidang badan usaha milik negara",56,huruf-level clause,"percepatan pengakhiran waktu operasi PLTU milik sendiri dan/atau kontrak PJBL PLTU yang dikembangkan oleh PPL yang memerlukan penggantian pembangkit Energi Terbarukan sebagaimana dimaksud pada ayat (6), ditetapkan oleh Menteri setelah mendapatkan persetujuan tertulis dari menteri yang menyelenggarakan urusan pemerintahan di bidang keuangan negara dan menteri yang menyelenggarakan urusan pemerintahan di bidang badan usaha milik negara.",True,substantive_candidate
C00516,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,9,a,,Pasal 3 ayat 9 huruf a,BAB I,,,percepatan pengakhiran waktu operasi PLTU milik sendiri dan/atau kontrak PJBL PLTU yang dikembangkan oleh PPL sebagaimana dimaksud pada ayat (5),21,huruf-level clause,percepatan pengakhiran waktu operasi PLTU milik sendiri dan/atau kontrak PJBL PLTU yang dikembangkan oleh PPL sebagaimana dimaksud pada ayat (5); atau,True,substantive_candidate
C00517,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,9,b,,Pasal 3 ayat 9 huruf b,BAB I,,,"percepatan pengakhiran waktu operasi PLTU milik sendiri dan/atau kontrak PJBL PLTU yang dikembangkan oleh PPL yang memerlukan penggantian pembangkit Energi Terbarukan sebagaimana dimaksud pada ayat (6), Pemerintah dapat memberikan dukungan fiskal melalui kerangka pendanaan dan pembiayaan termasuk blended finance yang bersumber dari anggaran pendapatan dan belanja negara dan/atau sumber-sumber lainnya yang sah yang ditujukan untuk mempercepat transisi energi",61,huruf-level clause,"percepatan pengakhiran waktu operasi PLTU milik sendiri dan/atau kontrak PJBL PLTU yang dikembangkan oleh PPL yang memerlukan penggantian pembangkit Energi Terbarukan sebagaimana dimaksud pada ayat (6), Pemerintah dapat memberikan dukungan fiskal melalui kerangka pendanaan dan pembiayaan termasuk blended finance yang bersumber dari anggaran pendapatan dan belanja negara dan/atau sumber-sumber lainnya yang sah yang ditujukan untuk mempercepat transisi energi.",True,substantive_candidate
C00518,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,10,,,Pasal 3 ayat 10,BAB I,,,Dukungan fiskal sebagaimana yang dimaksud pada ayat (9) diatur dengan peraturan menteri yang menyelenggarakan urusan pemerintahan di bidang keuangan negara,20,ayat-level clause,Dukungan fiskal sebagaimana yang dimaksud pada ayat (9) diatur dengan peraturan menteri yang menyelenggarakan urusan pemerintahan di bidang keuangan negara.,True,substantive_candidate
C00519,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 3,11,,,Pasal 3 ayat 11,BAB I,,,Penetapan PLTU sebagaimana dimaksud pada ayat (8) harus dimasukkan dalam RUPTL,11,ayat-level clause,Penetapan PLTU sebagaimana dimaksud pada ayat (8) harus dimasukkan dalam RUPTL.,True,substantive_candidate
C00520,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,1,,,Pasal 4 ayat 1,BAB I,,,"Sumber Energi Terbarukan merupakan sumber energi yang dihasilkan dari sumber daya energi yang berkelanjutan jika dikelola dengan baik berupa panas bumi, angin, bioenergi, sinar matahari, aliran dan terjunan air, serta gerakan dan perbedaan suhu lapisan laut",36,ayat-level clause,"Sumber Energi Terbarukan merupakan sumber energi yang dihasilkan dari sumber daya energi yang berkelanjutan jika dikelola dengan baik berupa panas bumi, angin, bioenergi, sinar matahari, aliran dan terjunan air, serta gerakan dan perbedaan suhu lapisan laut.",True,substantive_candidate
C00521,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,2,,,Pasal 4 ayat 2,BAB I,,,Pembelian Tenaga Listrik oleh PT PLN (Persero) dilakukan dari pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan yang terdiri atas,20,ayat-level clause,Pembelian Tenaga Listrik oleh PT PLN (Persero) dilakukan dari pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan yang terdiri atas:,True,substantive_candidate
C00522,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,3,,,Pasal 4 ayat 3,BAB I,,,Pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan sebagaimana dimaksud pada ayat (2) merupakan pembangkit Tenaga Listrik yang,18,ayat-level clause,Pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan sebagaimana dimaksud pada ayat (2) merupakan pembangkit Tenaga Listrik yang:,True,substantive_candidate
C00523,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,3,a,,Pasal 4 ayat 3 huruf a,BAB I,,,seluruhnya dibangun oleh Badan Usaha,5,huruf-level clause,seluruhnya dibangun oleh Badan Usaha; atau,True,substantive_candidate
C00524,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,3,b,,Pasal 4 ayat 3 huruf b,BAB I,,,"seluruhnya atau sebagian dibangun oleh Pemerintah Pusat atau pemerintah daerah, termasuk yang berasal dari hibah",15,huruf-level clause,"seluruhnya atau sebagian dibangun oleh Pemerintah Pusat atau pemerintah daerah, termasuk yang berasal dari hibah.",True,substantive_candidate
C00525,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,4,,,Pasal 4 ayat 4,BAB I,,,"Dalam melakukan pembelian Tenaga Listrik dari pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan sebagaimana dimaksud pada ayat (2), harus mengacu pada RUPTL",23,ayat-level clause,"Dalam melakukan pembelian Tenaga Listrik dari pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan sebagaimana dimaksud pada ayat (2), harus mengacu pada RUPTL.",True,substantive_candidate
C00526,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,5,,,Pasal 4 ayat 5,BAB I,,,Pembelian Tenaga Listrik dari PLTP sebagaimana dimaksud pada ayat (2) huruf a termasuk pembelian tenaga uap panas bumi setara listrik untuk PLTP,22,ayat-level clause,Pembelian Tenaga Listrik dari PLTP sebagaimana dimaksud pada ayat (2) huruf a termasuk pembelian tenaga uap panas bumi setara listrik untuk PLTP.,True,substantive_candidate
C00527,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,6,,,Pasal 4 ayat 6,BAB I,,,Pembelian Tenaga Listrik dari PLTS Fotovoltaik sebagaimana dimaksud pada ayat (2) huruf c termasuk pembelian Tenaga Listrik dari pembangkit listrik tenaga surya yang terapung,24,ayat-level clause,Pembelian Tenaga Listrik dari PLTS Fotovoltaik sebagaimana dimaksud pada ayat (2) huruf c termasuk pembelian Tenaga Listrik dari pembangkit listrik tenaga surya yang terapung. Umum,True,substantive_candidate
C00528,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 5,1,,,Pasal 5 ayat 1,BAB II,Bagian Kesatu,,Harga pembelian Tenaga Listrik dari pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan oleh PT PLN (Persero) sebagaimana dimaksud dalam,20,ayat-level clause,Harga pembelian Tenaga Listrik dari pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan oleh PT PLN (Persero) sebagaimana dimaksud dalam,True,substantive_candidate
C00529,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,,,,Pasal 4,BAB II,Bagian Kesatu,,ayat (2) terdiri atas,4,article-level clause,ayat (2) terdiri atas:,True,substantive_candidate
C00530,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,,a,,Pasal 4 huruf a,BAB II,Bagian Kesatu,,harga patokan tertinggi sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini,17,huruf-level clause,harga patokan tertinggi sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini; atau,True,substantive_candidate
C00531,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,,b,,Pasal 4 huruf b,BAB II,Bagian Kesatu,,"harga kesepakatan, dengan atau tanpa memperhitungkan faktor lokasi (F)",9,huruf-level clause,"harga kesepakatan, dengan atau tanpa memperhitungkan faktor lokasi (F).",True,substantive_candidate
C00532,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,2,,,Pasal 4 ayat 2,BAB II,Bagian Kesatu,,Besaran angka faktor lokasi (F) sebagaimana dimaksud pada ayat (1) tercantum dalam Lampiran II yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini,23,ayat-level clause,Besaran angka faktor lokasi (F) sebagaimana dimaksud pada ayat (1) tercantum dalam Lampiran II yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini.,True,substantive_candidate
C00533,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,3,,,Pasal 4 ayat 3,BAB II,Bagian Kesatu,,Harga pembelian Tenaga Listrik sebagaimana dimaksud pada ayat (1) merupakan harga yang digunakan dalam PJBL dan berlaku sejak COD,19,ayat-level clause,Harga pembelian Tenaga Listrik sebagaimana dimaksud pada ayat (1) merupakan harga yang digunakan dalam PJBL dan berlaku sejak COD.,True,substantive_candidate
C00534,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,4,,,Pasal 4 ayat 4,BAB II,Bagian Kesatu,,Harga pembelian Tenaga Listrik sebagaimana dimaksud pada ayat (1) huruf a akan dievaluasi setiap tahun sejak Peraturan Presiden ini mulai berlaku dengan mempertimbangkan rata-rata harga kontrak PT PLN (Persero) terbaru,31,ayat-level clause,Harga pembelian Tenaga Listrik sebagaimana dimaksud pada ayat (1) huruf a akan dievaluasi setiap tahun sejak Peraturan Presiden ini mulai berlaku dengan mempertimbangkan rata-rata harga kontrak PT PLN (Persero) terbaru.,True,substantive_candidate
C00535,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,5,,,Pasal 4 ayat 5,BAB II,Bagian Kesatu,,Evaluasi harga pembelian Tenaga Listrik sebagaimana dimaksud pada ayat (4) dilakukan oleh Menteri berkoordinasi dengan menteri yang menyelenggarakan urusan pemerintahan di bidang keuangan negara dan menteri yang menyelenggarakan urusan pemerintahan di bidang badan usaha milik negara,36,ayat-level clause,Evaluasi harga pembelian Tenaga Listrik sebagaimana dimaksud pada ayat (4) dilakukan oleh Menteri berkoordinasi dengan menteri yang menyelenggarakan urusan pemerintahan di bidang keuangan negara dan menteri yang menyelenggarakan urusan pemerintahan di bidang badan usaha milik negara.,True,substantive_candidate
C00536,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 4,6,,,Pasal 4 ayat 6,BAB II,Bagian Kesatu,,"Dalam hal evaluasi sebagaimana dimaksud pada ayat (5) mengakibatkan perubahan harga pembelian Tenaga Listrik sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini, ketentuan mengenai perubahan harga pembelian Tenaga Listrik diatur dengan Peraturan Menteri",39,ayat-level clause,"Dalam hal evaluasi sebagaimana dimaksud pada ayat (5) mengakibatkan perubahan harga pembelian Tenaga Listrik sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini, ketentuan mengenai perubahan harga pembelian Tenaga Listrik diatur dengan Peraturan Menteri.",True,substantive_candidate
C00537,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 6,1,,,Pasal 6 ayat 1,BAB II,Bagian Kesatu,,Harga pembelian Tenaga Listrik berdasarkan harga patokan tertinggi sebagaimana dimaksud dalam Pasal 5 ayat (1) huruf a dilakukan dengan ketentuan,20,ayat-level clause,Harga pembelian Tenaga Listrik berdasarkan harga patokan tertinggi sebagaimana dimaksud dalam Pasal 5 ayat (1) huruf a dilakukan dengan ketentuan:,True,substantive_candidate
C00538,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 6,1,a,,Pasal 6 ayat 1 huruf a,BAB II,Bagian Kesatu,,negosiasi dengan batas atas berdasarkan harga patokan tertinggi sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini,22,huruf-level clause,negosiasi dengan batas atas berdasarkan harga patokan tertinggi sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini;,True,substantive_candidate
C00539,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 6,1,b,,Pasal 6 ayat 1 huruf b,BAB II,Bagian Kesatu,,tanpa eskalasi selama jangka waktu PJBL,6,huruf-level clause,tanpa eskalasi selama jangka waktu PJBL; dan,True,substantive_candidate
C00540,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 6,1,c,,Pasal 6 ayat 1 huruf c,BAB II,Bagian Kesatu,,berlaku sebagai persetujuan harga dari Menteri,6,huruf-level clause,berlaku sebagai persetujuan harga dari Menteri.,True,substantive_candidate
C00541,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 6,2,,,Pasal 6 ayat 2,BAB II,Bagian Kesatu,,"Harga pembelian Tenaga Listrik berdasarkan harga patokan tertinggi sebagaimana dimaksud dalam Pasal 5 ayat (1) huruf a untuk pembelian Tenaga Listrik dari PLTP, berlaku ketentuan sebagai berikut",27,ayat-level clause,"Harga pembelian Tenaga Listrik berdasarkan harga patokan tertinggi sebagaimana dimaksud dalam Pasal 5 ayat (1) huruf a untuk pembelian Tenaga Listrik dari PLTP, berlaku ketentuan sebagai berikut:",True,substantive_candidate
C00542,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 6,2,a,,Pasal 6 ayat 2 huruf a,BAB II,Bagian Kesatu,,negosiasi dengan batas atas berdasarkan harga patokan tertinggi sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini,22,huruf-level clause,negosiasi dengan batas atas berdasarkan harga patokan tertinggi sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Presiden ini;,True,substantive_candidate
C00543,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 6,2,b,,Pasal 6 ayat 2 huruf b,BAB II,Bagian Kesatu,,berlaku sebagai harga dasar,4,huruf-level clause,berlaku sebagai harga dasar;,True,substantive_candidate
C00544,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 6,2,c,,Pasal 6 ayat 2 huruf c,BAB II,Bagian Kesatu,,berlaku ketentuan eskalasi selama jangka waktu PJBL atau PJBU,9,huruf-level clause,berlaku ketentuan eskalasi selama jangka waktu PJBL atau PJBU; dan,True,substantive_candidate
C00545,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 6,2,d,,Pasal 6 ayat 2 huruf d,BAB II,Bagian Kesatu,,berlaku sebagai persetujuan harga dari Menteri,6,huruf-level clause,berlaku sebagai persetujuan harga dari Menteri.,True,substantive_candidate
C00546,PERPRES112_2022,Perpres No. 112 Tahun 2022,Presidential Regulation,2022,Pasal 6,3,,,Pasal 6 ayat 3,BAB II,Bagian Kesatu,,Harga pembelian Tenaga Listrik berdasarkan harga kesepakatan sebagaimana dimaksud dalam Pasal 5 ayat (1) huruf b dilaksanakan melalui negosiasi dan wajib mendapatkan persetujuan harga dari Menteri,26,ayat-level clause,Harga pembelian Tenaga Listrik berdasarkan harga kesepakatan sebagaimana dimaksud dalam Pasal 5 ayat (1) huruf b dilaksanakan melalui negosiasi dan wajib mendapatkan persetujuan harga dari Menteri.,True,substantive_candidate
