clause_id,doc_id,document,regulation_type,year,pasal,ayat,huruf,angka,source_location,bab,bagian,paragraf,clause_text,word_count,segmentation_note,unit_text_before_atomic_split,is_substantive,non_substantive_reason
C00259,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 10,2,,,Pasal 10 ayat 2,BAB III,Bagian Kesatu,Paragraf 1,"Dalam mewujudkan ketersediaan Energi untuk kebutuhan nasional sebagaimana dimaksud pada ayat (1), jika terjadi tumpang tindih pemanfaatan lahan dalam Penyediaan Energi maka didahulukan yang memiliki nilai ketahanan nasional dan/atau nilai strategis lebih tinggi",34,ayat-level clause,"Dalam mewujudkan ketersediaan Energi untuk kebutuhan nasional sebagaimana dimaksud pada ayat (1), jika terjadi tumpang tindih pemanfaatan lahan dalam Penyediaan Energi maka didahulukan yang memiliki nilai ketahanan nasional dan/atau nilai strategis lebih tinggi. Prioritas Pengembangan Energi",True,substantive_candidate
C00260,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 11,1,,,Pasal 11 ayat 1,BAB III,Bagian Kesatu,Paragraf 2,Prioritas pengembangan Energi dilakukan melalui,5,ayat-level clause,Prioritas pengembangan Energi dilakukan melalui:,True,substantive_candidate
C00261,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 11,1,a,,Pasal 11 ayat 1 huruf a,BAB III,Bagian Kesatu,Paragraf 2,"pengembangan Energi dengan mempertimbangkan keseimbangan keekonomian Energi, keamanan pasokan Energi, dan pelestarian fungsi Lingkungan Hidup",15,huruf-level clause,"pengembangan Energi dengan mempertimbangkan keseimbangan keekonomian Energi, keamanan pasokan Energi, dan pelestarian fungsi Lingkungan Hidup;",True,substantive_candidate
C00262,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 11,1,b,,Pasal 11 ayat 1 huruf b,BAB III,Bagian Kesatu,Paragraf 2,"memprioritaskan Penyediaan Energi bagi masyarakat yang belum memiliki akses terhadap Energi listrik, gas rumah tangga, dan Energi untuk transportasi, industri, dan pertanian",22,huruf-level clause,"memprioritaskan Penyediaan Energi bagi masyarakat yang belum memiliki akses terhadap Energi listrik, gas rumah tangga, dan Energi untuk transportasi, industri, dan pertanian;",True,substantive_candidate
C00263,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 11,1,c,,Pasal 11 ayat 1 huruf c,BAB III,Bagian Kesatu,Paragraf 2,pengembangan Energi dengan mengutamakan Sumber Daya Energi setempat,8,huruf-level clause,pengembangan Energi dengan mengutamakan Sumber Daya Energi setempat;,True,substantive_candidate
C00264,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 11,1,d,,Pasal 11 ayat 1 huruf d,BAB III,Bagian Kesatu,Paragraf 2,pengembangan Energi dan Sumber Daya Energi diprioritaskan untuk memenuhi kebutuhan energi dalam negeri,13,huruf-level clause,pengembangan Energi dan Sumber Daya Energi diprioritaskan untuk memenuhi kebutuhan energi dalam negeri; dan,True,substantive_candidate
C00265,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 11,1,e,,Pasal 11 ayat 1 huruf e,BAB III,Bagian Kesatu,Paragraf 2,pengembangan industri dengan kebutuhan Energi yang tinggi diprioritaskan di daerah yang kaya Sumber Daya Energi,15,huruf-level clause,pengembangan industri dengan kebutuhan Energi yang tinggi diprioritaskan di daerah yang kaya Sumber Daya Energi.,True,substantive_candidate
C00266,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 11,2,,,Pasal 11 ayat 2,BAB III,Bagian Kesatu,Paragraf 2,"Untuk mewujudkan keseimbangan keekonomian Energi sebagaimana dimaksud pada ayat (1) huruf a, prioritas pengembangan Energi nasional didasarkan pada prinsip",19,ayat-level clause,"Untuk mewujudkan keseimbangan keekonomian Energi sebagaimana dimaksud pada ayat (1) huruf a, prioritas pengembangan Energi nasional didasarkan pada prinsip:",True,substantive_candidate
C00267,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 11,2,a,,Pasal 11 ayat 2 huruf a,BAB III,Bagian Kesatu,Paragraf 2,memaksimalkan penggunaan Energi Terbarukan dengan memperhatikan tingkat keekonomian,8,huruf-level clause,memaksimalkan penggunaan Energi Terbarukan dengan memperhatikan tingkat keekonomian;,True,substantive_candidate
C00268,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 11,2,b,,Pasal 11 ayat 2 huruf b,BAB III,Bagian Kesatu,Paragraf 2,meminimalkan penggunaan minyak bumi,4,huruf-level clause,meminimalkan penggunaan minyak bumi;,True,substantive_candidate
C00269,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 11,2,c,,Pasal 11 ayat 2 huruf c,BAB III,Bagian Kesatu,Paragraf 2,mengoptimalkan pemanfaatan gas bumi dan Energi Baru,7,huruf-level clause,mengoptimalkan pemanfaatan gas bumi dan Energi Baru; dan,True,substantive_candidate
C00270,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 11,2,d,,Pasal 11 ayat 2 huruf d,BAB III,Bagian Kesatu,Paragraf 2,menggunakan batubara sebagai andalan pasokan Energi nasional,7,huruf-level clause,menggunakan batubara sebagai andalan pasokan Energi nasional.,True,substantive_candidate
C00271,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 11,3,,,Pasal 11 ayat 3,BAB III,Bagian Kesatu,Paragraf 2,"Ketentuan sebagaimana dimaksud pada ayat (2) dikecualikan bagi Energi nuklir yang dimanfaatkan dengan mempertimbangkan keamanan pasokan Energi nasional dalam skala besar, mengurangi emisi karbon dan tetap mendahulukan potensi Energi Baru dan Energi Terbarukan sesuai nilai keekonomiannya",36,ayat-level clause,"Ketentuan sebagaimana dimaksud pada ayat (2) dikecualikan bagi Energi nuklir yang dimanfaatkan dengan mempertimbangkan keamanan pasokan Energi nasional dalam skala besar, mengurangi emisi karbon dan tetap mendahulukan potensi Energi Baru dan Energi Terbarukan sesuai nilai keekonomiannya, serta mempertimbangkannya sebagai pilihan terakhir dengan memperhatikan faktor keselamatan secara ketat. Pemanfaatan Sumber Daya Energi Nasional",True,substantive_candidate
C00272,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 11,3,,,Pasal 11 ayat 3,BAB III,Bagian Kesatu,Paragraf 2,serta mempertimbangkannya sebagai pilihan terakhir dengan memperhatikan faktor keselamatan secara ketat,11,ayat-level clause,"Ketentuan sebagaimana dimaksud pada ayat (2) dikecualikan bagi Energi nuklir yang dimanfaatkan dengan mempertimbangkan keamanan pasokan Energi nasional dalam skala besar, mengurangi emisi karbon dan tetap mendahulukan potensi Energi Baru dan Energi Terbarukan sesuai nilai keekonomiannya, serta mempertimbangkannya sebagai pilihan terakhir dengan memperhatikan faktor keselamatan secara ketat. Pemanfaatan Sumber Daya Energi Nasional",True,substantive_candidate
C00273,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 11,3,,,Pasal 11 ayat 3,BAB III,Bagian Kesatu,Paragraf 2,Pemanfaatan Sumber Daya Energi Nasional,5,ayat-level clause,"Ketentuan sebagaimana dimaksud pada ayat (2) dikecualikan bagi Energi nuklir yang dimanfaatkan dengan mempertimbangkan keamanan pasokan Energi nasional dalam skala besar, mengurangi emisi karbon dan tetap mendahulukan potensi Energi Baru dan Energi Terbarukan sesuai nilai keekonomiannya, serta mempertimbangkannya sebagai pilihan terakhir dengan memperhatikan faktor keselamatan secara ketat. Pemanfaatan Sumber Daya Energi Nasional",True,substantive_candidate
C00274,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,1,,,Pasal 12 ayat 1,BAB III,Bagian Kesatu,Paragraf 3,Pemanfaatan Sumber Daya Energi nasional dilaksanakan oleh Pemerintah dan/atau Pemerintah Daerah mengacu pada strategi sebagai berikut,17,ayat-level clause,Pemanfaatan Sumber Daya Energi nasional dilaksanakan oleh Pemerintah dan/atau Pemerintah Daerah mengacu pada strategi sebagai berikut:,True,substantive_candidate
C00275,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,1,a,,Pasal 12 ayat 1 huruf a,BAB III,Bagian Kesatu,Paragraf 3,"pemanfaatan Sumber Energi Terbarukan dari jenis Energi aliran dan terjunan air, Energi panas bumi, Energi gerakan dan perbedaan suhu lapisan laut, dan Energi angin diarahkan untuk ketenagalistrikan",27,huruf-level clause,"pemanfaatan Sumber Energi Terbarukan dari jenis Energi aliran dan terjunan air, Energi panas bumi, Energi gerakan dan perbedaan suhu lapisan laut, dan Energi angin diarahkan untuk ketenagalistrikan;",True,substantive_candidate
C00276,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,1,b,,Pasal 12 ayat 1 huruf b,BAB III,Bagian Kesatu,Paragraf 3,"pemanfaatan Sumber Energi Terbarukan dari jenis Energi sinar matahari diarahkan untuk ketenagalistrikan, dan Energi nonlistrik untuk industri, rumah tangga, dan transportasi",21,huruf-level clause,"pemanfaatan Sumber Energi Terbarukan dari jenis Energi sinar matahari diarahkan untuk ketenagalistrikan, dan Energi nonlistrik untuk industri, rumah tangga, dan transportasi;",True,substantive_candidate
C00277,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,1,c,,Pasal 12 ayat 1 huruf c,BAB III,Bagian Kesatu,Paragraf 3,pemanfaatan Sumber Energi Terbarukan dari jenis bahan bakar nabati diarahkan untuk menggantikan bahan bakar minyak terutama untuk transportasi dan industri,20,huruf-level clause,pemanfaatan Sumber Energi Terbarukan dari jenis bahan bakar nabati diarahkan untuk menggantikan bahan bakar minyak terutama untuk transportasi dan industri;,True,substantive_candidate
C00278,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,1,d,,Pasal 12 ayat 1 huruf d,BAB III,Bagian Kesatu,Paragraf 3,pemanfaatan Sumber Energi Terbarukan dari jenis bahan bakar nabati dilakukan dengan tetap menjaga ketahanan pangan,15,huruf-level clause,pemanfaatan Sumber Energi Terbarukan dari jenis bahan bakar nabati dilakukan dengan tetap menjaga ketahanan pangan;,True,substantive_candidate
C00279,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,1,e,,Pasal 12 ayat 1 huruf e,BAB III,Bagian Kesatu,Paragraf 3,pemanfaatan Energi Terbarukan dari jenis biomassa dan sampah diarahkan untuk ketenagalistrikan dan transportasi,13,huruf-level clause,pemanfaatan Energi Terbarukan dari jenis biomassa dan sampah diarahkan untuk ketenagalistrikan dan transportasi;,True,substantive_candidate
C00280,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,1,f,,Pasal 12 ayat 1 huruf f,BAB III,Bagian Kesatu,Paragraf 3,pemanfaatan minyak bumi hanya untuk transportasi dan komersial yang belum bisa digantikan dengan Energi atau Sumber Energi lainnya,18,huruf-level clause,pemanfaatan minyak bumi hanya untuk transportasi dan komersial yang belum bisa digantikan dengan Energi atau Sumber Energi lainnya;,True,substantive_candidate
C00281,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,1,g,,Pasal 12 ayat 1 huruf g,BAB III,Bagian Kesatu,Paragraf 3,"pemanfaatan Sumber Energi gas bumi untuk industri, ketenagalistrikan, rumah tangga, dan transportasi, diutamakan untuk pemanfaatan yang memiliki nilai tambah paling tinggi",21,huruf-level clause,"pemanfaatan Sumber Energi gas bumi untuk industri, ketenagalistrikan, rumah tangga, dan transportasi, diutamakan untuk pemanfaatan yang memiliki nilai tambah paling tinggi;",True,substantive_candidate
C00282,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,1,h,,Pasal 12 ayat 1 huruf h,BAB III,Bagian Kesatu,Paragraf 3,pemanfaatan Sumber Energi batubara untuk ketenagalistrikan dan industri,8,huruf-level clause,pemanfaatan Sumber Energi batubara untuk ketenagalistrikan dan industri;,True,substantive_candidate
C00283,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,1,i,,Pasal 12 ayat 1 huruf i,BAB III,Bagian Kesatu,Paragraf 3,pemanfaatan Sumber Energi Baru berbentuk cair yaitu batubara tercairkan (liquified coal) dan hidrogen untuk transportasi,15,huruf-level clause,pemanfaatan Sumber Energi Baru berbentuk cair yaitu batubara tercairkan (liquified coal) dan hidrogen untuk transportasi;,True,substantive_candidate
C00284,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,1,j,,Pasal 12 ayat 1 huruf j,BAB III,Bagian Kesatu,Paragraf 3,pemanfaatan Sumber Energi Baru berbentuk padat dan gas untuk ketenagalistrikan,10,huruf-level clause,pemanfaatan Sumber Energi Baru berbentuk padat dan gas untuk ketenagalistrikan;,True,substantive_candidate
C00285,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,1,k,,Pasal 12 ayat 1 huruf k,BAB III,Bagian Kesatu,Paragraf 3,pemanfaatan Sumber Energi berbentuk cair di luar liquified petroleum gas diarahkan untuk sektor transportasi,14,huruf-level clause,pemanfaatan Sumber Energi berbentuk cair di luar liquified petroleum gas diarahkan untuk sektor transportasi;,True,substantive_candidate
C00286,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,1,l,,Pasal 12 ayat 1 huruf l,BAB III,Bagian Kesatu,Paragraf 3,pemanfaatan Sumber Energi gerakan dan perbedaan suhu lapisan laut didorong dengan membangun percontohan sebagai langkah awal yang tersambung dengan jaringan listrik,21,huruf-level clause,pemanfaatan Sumber Energi gerakan dan perbedaan suhu lapisan laut didorong dengan membangun percontohan sebagai langkah awal yang tersambung dengan jaringan listrik;,True,substantive_candidate
C00287,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,1,m,,Pasal 12 ayat 1 huruf m,BAB III,Bagian Kesatu,Paragraf 3,"peningkatan pemanfaatan Sumber Energi sinar matahari melalui penggunaan sel surya pada transportasi, industri, gedung komersial, dan rumah tangga",18,huruf-level clause,"peningkatan pemanfaatan Sumber Energi sinar matahari melalui penggunaan sel surya pada transportasi, industri, gedung komersial, dan rumah tangga; dan",True,substantive_candidate
C00288,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,1,n,,Pasal 12 ayat 1 huruf n,BAB III,Bagian Kesatu,Paragraf 3,pemaksimalan dan kewajiban pemanfaatan Sumber Energi sinar matahari dilakukan dengan syarat seluruh komponen dan sistem pembangkit Energi sinar matahari dari hulu sampai hilir diproduksi di dalam negeri secara bertahap,29,huruf-level clause,pemaksimalan dan kewajiban pemanfaatan Sumber Energi sinar matahari dilakukan dengan syarat seluruh komponen dan sistem pembangkit Energi sinar matahari dari hulu sampai hilir diproduksi di dalam negeri secara bertahap.,True,substantive_candidate
C00289,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,2,,,Pasal 12 ayat 2,BAB III,Bagian Kesatu,Paragraf 3,Pemanfaatan Sumber Daya Energi nasional diutamakan untuk memenuhi kebutuhan Energi dan bahan baku,13,ayat-level clause,Pemanfaatan Sumber Daya Energi nasional diutamakan untuk memenuhi kebutuhan Energi dan bahan baku.,True,substantive_candidate
C00290,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 12,3,,,Pasal 12 ayat 3,BAB III,Bagian Kesatu,Paragraf 3,"Prioritas pemanfaatan Sumber Energi nasional dilakukan berdasarkan pertimbangan menyeluruh atas kapasitas, kontinuitas, dan keekonomian serta dampak Lingkungan Hidup",18,ayat-level clause,"Prioritas pemanfaatan Sumber Energi nasional dilakukan berdasarkan pertimbangan menyeluruh atas kapasitas, kontinuitas, dan keekonomian serta dampak Lingkungan Hidup. Cadangan Energi Nasional",True,substantive_candidate
C00291,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 13,,,,Pasal 13,BAB III,Bagian Kesatu,Paragraf 4,Cadangan Energi nasional meliputi,4,article-level clause,Cadangan Energi nasional meliputi:,True,substantive_candidate
C00292,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 14,1,,,Pasal 14 ayat 1,BAB III,Bagian Kesatu,Paragraf 4,Cadangan Strategis sebagaimana dimaksud dalam Pasal 13 huruf a diatur dan dialokasikan oleh Pemerintah untuk menjamin Ketahanan Energi jangka panjang,20,ayat-level clause,Cadangan Strategis sebagaimana dimaksud dalam Pasal 13 huruf a diatur dan dialokasikan oleh Pemerintah untuk menjamin Ketahanan Energi jangka panjang.,True,substantive_candidate
C00293,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 14,2,,,Pasal 14 ayat 2,BAB III,Bagian Kesatu,Paragraf 4,Cadangan Strategis sebagaimana dimaksud pada ayat (1) hanya dapat diusahakan sesuai waktu yang telah ditetapkan atau sewaktu-waktu diperlukan untuk kepentingan nasional,22,ayat-level clause,Cadangan Strategis sebagaimana dimaksud pada ayat (1) hanya dapat diusahakan sesuai waktu yang telah ditetapkan atau sewaktu-waktu diperlukan untuk kepentingan nasional.,True,substantive_candidate
C00294,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 14,3,,,Pasal 14 ayat 3,BAB III,Bagian Kesatu,Paragraf 4,Ketentuan lebih lanjut mengenai pengelolaan Cadangan Strategis diatur dengan Peraturan Presiden,11,ayat-level clause,Ketentuan lebih lanjut mengenai pengelolaan Cadangan Strategis diatur dengan Peraturan Presiden.,True,substantive_candidate
C00295,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 15,1,,,Pasal 15 ayat 1,BAB III,Bagian Kesatu,Paragraf 4,Cadangan Penyangga Energi sebagaimana dimaksud dalam,6,ayat-level clause,Cadangan Penyangga Energi sebagaimana dimaksud dalam,True,substantive_candidate
C00296,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 13,,,,Pasal 13,BAB III,Bagian Kesatu,Paragraf 4,"huruf b disediakan untuk menjamin Ketahanan Energi nasional sejalan dengan kebijakan efisiensi Energi nasional, terutama melalui kebijakan subsidi bahan bakar minyak dan listrik yang tepat sasaran",26,article-level clause,"huruf b disediakan untuk menjamin Ketahanan Energi nasional sejalan dengan kebijakan efisiensi Energi nasional, terutama melalui kebijakan subsidi bahan bakar minyak dan listrik yang tepat sasaran.",True,substantive_candidate
C00297,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 13,2,,,Pasal 13 ayat 2,BAB III,Bagian Kesatu,Paragraf 4,Cadangan Penyangga Energi sebagaimana dimaksud pada ayat (1) disediakan oleh Pemerintah dengan ketentuan sebagai berikut,15,ayat-level clause,Cadangan Penyangga Energi sebagaimana dimaksud pada ayat (1) disediakan oleh Pemerintah dengan ketentuan sebagai berikut:,True,substantive_candidate
C00298,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 13,2,a,,Pasal 13 ayat 2 huruf a,BAB III,Bagian Kesatu,Paragraf 4,Cadangan Penyangga Energi merupakan cadangan di luar cadangan operasional yang disediakan Badan Usaha dan Industri Energi,16,huruf-level clause,Cadangan Penyangga Energi merupakan cadangan di luar cadangan operasional yang disediakan Badan Usaha dan Industri Energi;,True,substantive_candidate
C00299,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 13,2,b,,Pasal 13 ayat 2 huruf b,BAB III,Bagian Kesatu,Paragraf 4,Cadangan Penyangga Energi dipergunakan untuk mengatasi kondisi krisis dan darurat Energi,11,huruf-level clause,Cadangan Penyangga Energi dipergunakan untuk mengatasi kondisi krisis dan darurat Energi; dan,True,substantive_candidate
C00300,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 13,2,c,,Pasal 13 ayat 2 huruf c,BAB III,Bagian Kesatu,Paragraf 4,Cadangan Penyangga Energi disediakan secara bertahap sesuai kondisi keekonomian dan kemampuan keuangan negara,13,huruf-level clause,Cadangan Penyangga Energi disediakan secara bertahap sesuai kondisi keekonomian dan kemampuan keuangan negara.,True,substantive_candidate
C00301,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 13,3,,,Pasal 13 ayat 3,BAB III,Bagian Kesatu,Paragraf 4,"Dewan Energi Nasional mengatur jenis, jumlah, waktu, dan lokasi Cadangan Penyangga Energi",12,ayat-level clause,"Dewan Energi Nasional mengatur jenis, jumlah, waktu, dan lokasi Cadangan Penyangga Energi.",True,substantive_candidate
C00302,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 13,4,,,Pasal 13 ayat 4,BAB III,Bagian Kesatu,Paragraf 4,Pengelolaan Cadangan Penyangga Energi dilaksanakan sesuai dengan ketentuan peraturan perundang-undangan,11,ayat-level clause,Pengelolaan Cadangan Penyangga Energi dilaksanakan sesuai dengan ketentuan peraturan perundang-undangan.,True,substantive_candidate
C00303,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 16,1,,,Pasal 16 ayat 1,BAB III,Bagian Kesatu,Paragraf 4,Badan Usaha dan industri penyedia Energi wajib menyediakan cadangan operasional untuk menjamin kontinuitas pasokan Energi,15,ayat-level clause,Badan Usaha dan industri penyedia Energi wajib menyediakan cadangan operasional untuk menjamin kontinuitas pasokan Energi.,True,substantive_candidate
C00304,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 16,2,,,Pasal 16 ayat 2,BAB III,Bagian Kesatu,Paragraf 4,Ketentuan lebih lanjut mengenai penyediaan cadangan operasional sebagaimana dimaksud pada ayat (1) diatur oleh Pemerintah,15,ayat-level clause,"Ketentuan lebih lanjut mengenai penyediaan cadangan operasional sebagaimana dimaksud pada ayat (1) diatur oleh Pemerintah. Kebijakan Pendukung Konservasi Energi, Konservasi Sumber Daya Energi, dan Diversifikasi Energi",True,substantive_candidate
C00305,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 16,2,,,Pasal 16 ayat 2,BAB III,Bagian Kesatu,Paragraf 4,"Kebijakan Pendukung Konservasi Energi, Konservasi Sumber Daya Energi, dan Diversifikasi Energi",11,ayat-level clause,"Ketentuan lebih lanjut mengenai penyediaan cadangan operasional sebagaimana dimaksud pada ayat (1) diatur oleh Pemerintah. Kebijakan Pendukung Konservasi Energi, Konservasi Sumber Daya Energi, dan Diversifikasi Energi",True,substantive_candidate
C00306,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 17,1,,,Pasal 17 ayat 1,BAB III,Bagian Kedua,Paragraf 1,"Konservasi Energi dilakukan baik dari sisi hulu sampai hilir, meliputi pengelolaan Sumber Daya Energi dan seluruh tahapan eksplorasi, produksi, transportasi, distribusi, dan pemanfaatan Energi dan Sumber Energi",27,ayat-level clause,"Konservasi Energi dilakukan baik dari sisi hulu sampai hilir, meliputi pengelolaan Sumber Daya Energi dan seluruh tahapan eksplorasi, produksi, transportasi, distribusi, dan pemanfaatan Energi dan Sumber Energi.",True,substantive_candidate
C00307,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 17,2,,,Pasal 17 ayat 2,BAB III,Bagian Kedua,Paragraf 1,Pengelolaan Sumber Daya Energi sebagaimana dimaksud pada ayat (1) diarahkan untuk menjamin agar penyediaan dan pemanfaatan Sumber Daya Energi tetap memelihara dan meningkatkan kualitas nilai dan keanekaragaman Sumber Daya Energi tersebut,31,ayat-level clause,Pengelolaan Sumber Daya Energi sebagaimana dimaksud pada ayat (1) diarahkan untuk menjamin agar penyediaan dan pemanfaatan Sumber Daya Energi tetap memelihara dan meningkatkan kualitas nilai dan keanekaragaman Sumber Daya Energi tersebut.,True,substantive_candidate
C00308,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 17,3,,,Pasal 17 ayat 3,BAB III,Bagian Kedua,Paragraf 1,"Konservasi Sumber Daya Energi dilaksanakan dengan pendekatan lintas sektor, paling sedikit melalui penyesuaian dengan tata ruang nasional dan daya dukung Lingkungan Hidup",22,ayat-level clause,"Konservasi Sumber Daya Energi dilaksanakan dengan pendekatan lintas sektor, paling sedikit melalui penyesuaian dengan tata ruang nasional dan daya dukung Lingkungan Hidup.",True,substantive_candidate
C00309,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 17,4,,,Pasal 17 ayat 4,BAB III,Bagian Kedua,Paragraf 1,"Untuk melaksanakan Konservasi Sumber Daya Energi sebagaimana dimaksud pada ayat (3), dalam Penyediaan Energi mengutamakan Sumber Daya Energi yang lebih lestari",21,ayat-level clause,"Untuk melaksanakan Konservasi Sumber Daya Energi sebagaimana dimaksud pada ayat (3), dalam Penyediaan Energi mengutamakan Sumber Daya Energi yang lebih lestari.",True,substantive_candidate
C00310,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 17,5,,,Pasal 17 ayat 5,BAB III,Bagian Kedua,Paragraf 1,Produsen dan konsumen Energi wajib melakukan Konservasi Energi dan efisiensi pengelolaan Sumber Daya Energi untuk menjamin ketersediaan Energi dalam jangka panjang,21,ayat-level clause,Produsen dan konsumen Energi wajib melakukan Konservasi Energi dan efisiensi pengelolaan Sumber Daya Energi untuk menjamin ketersediaan Energi dalam jangka panjang.,True,substantive_candidate
C00311,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 17,6,,,Pasal 17 ayat 6,BAB III,Bagian Kedua,Paragraf 1,Konservasi Energi di sektor industri dilakukan dengan mempertimbangkan daya saing,10,ayat-level clause,Konservasi Energi di sektor industri dilakukan dengan mempertimbangkan daya saing.,True,substantive_candidate
C00312,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 17,7,,,Pasal 17 ayat 7,BAB III,Bagian Kedua,Paragraf 1,"Pemerintah dan/atau Pemerintah Daerah sesuai dengan kewenangannya menetapkan pedoman dan penerapan kebijakan Konservasi Energi khususnya di bidang hemat Energi, paling sedikit meliputi",23,ayat-level clause,"Pemerintah dan/atau Pemerintah Daerah sesuai dengan kewenangannya menetapkan pedoman dan penerapan kebijakan Konservasi Energi khususnya di bidang hemat Energi, paling sedikit meliputi:",True,substantive_candidate
C00313,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 17,7,a,,Pasal 17 ayat 7 huruf a,BAB III,Bagian Kedua,Paragraf 1,kewajiban standardisasi dan labelisasi semua peralatan pengguna Energi,8,huruf-level clause,kewajiban standardisasi dan labelisasi semua peralatan pengguna Energi;,True,substantive_candidate
C00314,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 17,7,b,,Pasal 17 ayat 7 huruf b,BAB III,Bagian Kedua,Paragraf 1,kewajiban manajemen Energi termasuk audit Energi bagi pengguna Energi,9,huruf-level clause,kewajiban manajemen Energi termasuk audit Energi bagi pengguna Energi;,True,substantive_candidate
C00315,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 17,7,c,,Pasal 17 ayat 7 huruf c,BAB III,Bagian Kedua,Paragraf 1,kewajiban penggunaan teknologi pembangkit listrik dan peralatan konversi Energi yang efisien,11,huruf-level clause,kewajiban penggunaan teknologi pembangkit listrik dan peralatan konversi Energi yang efisien;,True,substantive_candidate
C00316,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 17,7,d,,Pasal 17 ayat 7 huruf d,BAB III,Bagian Kedua,Paragraf 1,sosialisasi budaya hemat Energi,4,huruf-level clause,sosialisasi budaya hemat Energi;,True,substantive_candidate
