clause_id,doc_id,document,source_location,clause_text,domain_markers,domain_marker_evidence,technical_tariff_clause,technical_tariff_evidence,policy_theme,best_theme_candidate,best_theme_score,second_theme_candidate,second_theme_score,score_margin,rule_keyword,top_evidence_keywords,confidence,evidence_strength,audit_note
C00849,UU21_2014,UU No. 21 Tahun 2014,Pasal 34 huruf a,permohonan perpanjangan Izin Panas Bumi tidak diajukan,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00850,UU21_2014,UU No. 21 Tahun 2014,Pasal 34 huruf b,permohonan perpanjangan Izin Panas Bumi diajukan tetapi ditolak,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00851,UU21_2014,UU No. 21 Tahun 2014,Pasal 35 ayat 1,Izin Panas Bumi berakhir karena dikembalikan sebagaimana dimaksud dalam Pasal 33 huruf b dilakukan melalui permohonan tertulis dari pemegang Izin Panas Bumi kepada Menteri disertai alasan yang jelas,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00852,UU21_2014,UU No. 21 Tahun 2014,Pasal 35 ayat 2,Pengembalian Izin Panas Bumi sebagaimana dimaksud pada ayat (1) dinyatakan sah setelah disetujui oleh Menteri,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00853,UU21_2014,UU No. 21 Tahun 2014,Pasal 36 ayat 1,Menteri dapat mencabut Izin Panas Bumi sebagaimana dimaksud dalam Pasal 33 huruf c jika pemegang Izin Panas Bumi,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00857,UU21_2014,UU No. 21 Tahun 2014,Pasal 37,Menteri dapat membatalkan Izin Panas Bumi sebagaimana dimaksud dalam Pasal 33 huruf d jika,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00858,UU21_2014,UU No. 21 Tahun 2014,Pasal 37 huruf a,"pemegang Izin Panas Bumi memberikan data, informasi, atau keterangan yang tidak benar dalam permohonan",geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00859,UU21_2014,UU No. 21 Tahun 2014,Pasal 37 huruf b,Izin Panas Bumi dinyatakan batal berdasarkan putusan pengadilan,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00866,UU21_2014,UU No. 21 Tahun 2014,Pasal 40 ayat 2 huruf c,pencabutan Izin Panas Bumi,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00867,UU21_2014,UU No. 21 Tahun 2014,Pasal 40 ayat 3,Ketentuan lebih lanjut mengenai tata cara pengenaan sanksi administratif sebagaimana dimaksud pada ayat,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,ketentuan,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00877,UU21_2014,UU No. 21 Tahun 2014,Pasal 43 ayat 1 huruf a angka 2,Izin Panas Bumi atau salinan yang sah,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00884,UU21_2014,UU No. 21 Tahun 2014,Pasal 46 huruf b,Izin Panas Bumi dan telah menyelesaikan kewajiban sebagaimana dimaksud dalam Pasal 42,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00899,UU21_2014,UU No. 21 Tahun 2014,Pasal 50 ayat 3,Ketentuan lebih lanjut mengenai tata cara pengenaan sanksi administratif sebagaimana dimaksud pada ayat,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,ketentuan,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00901,UU21_2014,UU No. 21 Tahun 2014,Pasal 50 ayat 1,Hak Pemegang Izin Panas Bumi,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00902,UU21_2014,UU No. 21 Tahun 2014,Pasal 51,Pemegang Izin Panas Bumi berhak,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00904,UU21_2014,UU No. 21 Tahun 2014,Pasal 51 huruf b,menggunakan data dan informasi selama jangka waktu berlakunya Izin Panas Bumi di Wilayah Kerjanya,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00905,UU21_2014,UU No. 21 Tahun 2014,Pasal 51 huruf b,Kewajiban Pemegang Izin Panas Bumi,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00906,UU21_2014,UU No. 21 Tahun 2014,Pasal 52 ayat 1,Pemegang Izin Panas Bumi wajib,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00911,UU21_2014,UU No. 21 Tahun 2014,Pasal 52 ayat 1 huruf e,memberikan dukungan terhadap kegiatan penelitian dan pengembangan ilmu pengetahuan dan teknologi Panas Bumi,geothermal,geothermal: panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00914,UU21_2014,UU No. 21 Tahun 2014,Pasal 52 ayat 1 huruf h,"menyampaikan rencana jangka panjang Eksplorasi, Eksploitasi, dan pemanfaatan kepada Menteri yang mencakup rencana kegiatan dan rencana anggaran serta menyampaikan besarnya cadangan",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,anggaran,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00917,UU21_2014,UU No. 21 Tahun 2014,Pasal 52 ayat 1 huruf j angka 1,rencana kerja dan rencana anggaran,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,anggaran,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00918,UU21_2014,UU No. 21 Tahun 2014,Pasal 52 ayat 1 huruf j angka 2,realisasi pelaksanaan rencana kerja dan rencana anggaran,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,anggaran,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00939,UU21_2014,UU No. 21 Tahun 2014,Pasal 56 ayat 2 huruf c,pencabutan Izin Panas Bumi,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00940,UU21_2014,UU No. 21 Tahun 2014,Pasal 56 ayat 3,Ketentuan lebih lanjut mengenai tata cara pengenaan sanksi administratif sebagaimana dimaksud pada ayat,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,ketentuan,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00942,UU21_2014,UU No. 21 Tahun 2014,Pasal 57 ayat 1,Semua data dan informasi yang diperoleh dari kegiatan penyelenggaraan Panas Bumi merupakan milik negara yang pengaturan pemanfaatannya dilakukan oleh Pemerintah,geothermal,geothermal: panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00943,UU21_2014,UU No. 21 Tahun 2014,Pasal 57 ayat 2,"Setiap Orang dilarang mengirim, menyerahkan, dan/atau memindahtangankan data dan informasi sebagaimana dimaksud pada ayat (1) tanpa izin Pemerintah",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,pemerintah,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00953,UU21_2014,UU No. 21 Tahun 2014,Pasal 63 huruf e,pengolahan data Panas Bumi,geothermal,geothermal: panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00959,UU21_2014,UU No. 21 Tahun 2014,Pasal 63 huruf k,"penguasaan, pengembangan, dan penerapan teknologi Panas Bumi",geothermal,geothermal: panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00963,UU21_2014,UU No. 21 Tahun 2014,Pasal 65 ayat 1,"Dalam pelaksanaan penyelenggaraan Panas Bumi, masyarakat mempunyai peran serta untuk",geothermal,geothermal: panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00966,UU21_2014,UU No. 21 Tahun 2014,Pasal 65 ayat 2,Dalam pelaksanaan penyelenggaraan Panas Bumi masyarakat berhak untuk,geothermal,geothermal: panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00989,UU21_2014,UU No. 21 Tahun 2014,Pasal 70,"Badan Usaha pemegang Izin Panas Bumi yang dengan sengaja melakukan Eksplorasi, Eksploitasi, dan/atau pemanfaatan bukan pada Wilayah Kerja sebagaimana dimaksud dalam Pasal 20 ayat (2) dipidana dengan pidana penjara paling lama 7 (tujuh) tahun atau pidana denda paling banyak Rp70.000.000.000,00 (tujuh puluh miliar rupiah)",geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00991,UU21_2014,UU No. 21 Tahun 2014,Pasal 72,Badan Usaha pemegang Izin Panas Bumi yang dengan sengaja menggunakan Izin Panas Bumi tidak sesuai dengan peruntukannya sebagaimana dimaksud dalam,geothermal,geothermal: panas bumi; izin panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00995,UU21_2014,UU No. 21 Tahun 2014,Pasal 75,"Setiap Orang yang dengan sengaja mengirim, menyerahkan, dan/atau memindahtangankan data dan informasi tanpa izin Pemerintah sebagaimana dimaksud dalam Pasal 57 ayat (2) dipidana dengan pidana penjara paling lama 5 (lima) tahun atau pidana denda paling banyak Rp25.000.000.000,00 (dua puluh lima miliar rupiah)",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,pemerintah,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00997,UU21_2014,UU No. 21 Tahun 2014,Pasal 67,", Pasal 68, Pasal 69, Pasal 74 dan Pasal 75 dilakukan oleh Badan Usaha, selain pidana penjara atau pidana denda terhadap pengurusnya, pidana yang dapat dijatuhkan terhadap Badan Usaha tersebut ditambah dengan 1/3 (sepertiga) dari pidana denda",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,badan usaha,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C01020,UU21_2014,UU No. 21 Tahun 2014,Pasal 85,Badan Usaha yang telah melakukan perjanjian jual beli uap atau tenaga listrik Panas Bumi sebelum berlakunya Undang-Undang ini dapat melakukan negosiasi ulang berdasarkan kelaziman bisnis dengan prinsip saling menguntungkan,geothermal,geothermal: panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,tenaga listrik,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C01022,UU21_2014,UU No. 21 Tahun 2014,Pasal 87,"Pada saat Undang-Undang ini mulai berlaku, Undang- Undang Nomor 27 Tahun 2003 tentang Panas Bumi (Lembaran Negara Republik Indonesia Tahun 2003 Nomor 115, Tambahan Lembaran Negara Republik Indonesia Nomor 4327), dicabut dan dinyatakan tidak berlaku",geothermal,geothermal: panas bumi,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,panas bumi,,0.35,weak_or_insufficient_evidence,only weak/general keyword matched
C00200,PP79_2014,PP No. 79 Tahun 2014,Pasal 1 angka 20,Elastisitas Energi adalah perbandingan antara laju pertumbuhan kebutuhan Energi terhadap laju pertumbuhan ekonomi,,,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.0,Economic and Pricing Policy,1.0,0.0,elastisitas energi,elastisitas energi,0.5,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00242,PP79_2014,PP No. 79 Tahun 2014,Pasal 9 huruf b,tercapainya Elastisitas Energi lebih kecil dari 1 (satu) pada tahun 2025 yang diselaraskan dengan target pertumbuhan ekonomi,,,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.0,Economic and Pricing Policy,1.0,0.0,elastisitas energi,elastisitas energi,0.5,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00243,PP79_2014,PP No. 79 Tahun 2014,Pasal 9 huruf c,tercapainya penurunan Intensitas Energi final sebesar 1% (satu persen) per tahun sampai dengan tahun 2025,,,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.0,Energy Security,1.0,0.0,intensitas energi,intensitas energi,0.5,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00377,PP79_2014,PP No. 79 Tahun 2014,Pasal 24 ayat 2 huruf d,mendorong industri sistem dan komponen peralatan instalasi pembangkit listrik tenaga sinar matahari dan pembangkit listrik tenaga gerakan dan perbedaan suhu lapisan 1au l,,,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.0,Energy Security,1.0,0.0,sinar matahari,sinar matahari,0.5,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00473,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 1 angka 12,Pembangkit Listrik Tenaga Biomassa yang selanjutnya disebut PLTBm adalah pembangkit listrik yang memanfaatkan sumber energi biomassa,renewable_power,renewable_power: pltbm,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.0,Energy Security,1.0,0.0,biomassa,biomassa,0.5,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00474,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 1 angka 13,Pembangkit Listrik Tenaga Biogas yang selanjutnya disebut PLTBg adalah pembangkit listrik yang memanfaatkan sumber energi biogas,renewable_power,renewable_power: pltbg,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.0,Energy Security,1.0,0.0,biogas,biogas,0.5,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00561,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 9 ayat 2 huruf c,"PLT Energi Laut, untuk semua kapasitas pembangkit",renewable_power,renewable_power: plt energi laut,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.0,Energy Security,1.0,0.0,energi laut,energi laut,0.5,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00574,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 12 ayat 2 huruf b,"PLT BBN, untuk semua kapasitas pembangkit",renewable_power,renewable_power: plt bbn,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.0,Energy Security,1.0,0.0,bbn,bbn,0.5,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00605,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 18 ayat 1,PLTA yang memanfaatkan tenaga dari aliran atau terjunan air sungai dengan kapasitas pembangkit,renewable_power,renewable_power: plta,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.0,Energy Security,1.0,0.0,plta,plta,0.5,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00151,UU30_2007,UU No. 30 Tahun 2007,Pasal 25 ayat 5,"Ketentuan lebih lanjut mengenai pelaksanaan konservasi energi serta pemberian kemudahan, insentif, dan disinsentif, sebagaimana dimaksud pada ayat (1), ayat (2), ayat (3), dan ayat (4), diatur dengan Peraturan Pemerintah dan/atau Peraturan Daerah",,,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,2.0,Economic and Pricing Policy,2.0,0.0,konservasi energi,konservasi energi,0.58,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00310,PP79_2014,PP No. 79 Tahun 2014,Pasal 17 ayat 5,Produsen dan konsumen Energi wajib melakukan Konservasi Energi dan efisiensi pengelolaan Sumber Daya Energi untuk menjamin ketersediaan Energi dalam jangka panjang,,,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,2.0,Energy Security,2.0,0.0,konservasi energi,konservasi energi,0.58,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00340,PP79_2014,PP No. 79 Tahun 2014,Pasal 20 ayat 2,Harga Energi Terbarukan diatur berdasarkan pada,renewable_power,renewable_power: energi terbarukan,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,2.0,Economic and Pricing Policy,2.0,0.0,energi terbarukan,energi terbarukan,0.58,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00353,PP79_2014,PP No. 79 Tahun 2014,Pasal 21 ayat 2 huruf b,harga Energi Terbarukan sebagaimana dimaksud dalam,renewable_power,renewable_power: energi terbarukan,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,2.0,Economic and Pricing Policy,2.0,0.0,energi terbarukan,energi terbarukan,0.58,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00712,UU21_2014,UU No. 21 Tahun 2014,Pasal 1 angka 5,Izin Pemanfaatan Langsung adalah izin untuk melakukan pengusahaan Panas Bumi untuk Pemanfaatan Langsung pada lokasi tertentu,geothermal,geothermal: panas bumi,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.05,Governance and Institutional Responsibility,1.0,0.05,"panas bumi, pengusahaan panas bumi","pengusahaan panas bumi, panas bumi",0.506,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00770,UU21_2014,UU No. 21 Tahun 2014,Pasal 9 ayat 4,Pengusahaan Panas Bumi untuk Pemanfaatan Tidak Langsung sebagaimana dimaksud pada ayat (1) huruf b digunakan untuk pembangkitan tenaga listrik untuk kepentingan sendiri atau kepentingan umum,geothermal,geothermal: panas bumi,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.05,Energy Access and Equity,1.0,0.05,"panas bumi, pengusahaan panas bumi","pengusahaan panas bumi, panas bumi",0.506,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00773,UU21_2014,UU No. 21 Tahun 2014,Pasal 11 ayat 1,Setiap Orang yang melakukan pengusahaan Panas Bumi untuk Pemanfaatan Langsung sebagaimana dimaksud dalam Pasal 9 ayat (1) huruf a wajib terlebih dahulu memiliki Izin Pemanfaatan Langsung,geothermal,geothermal: panas bumi,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.05,Governance and Institutional Responsibility,1.0,0.05,"panas bumi, pengusahaan panas bumi","pengusahaan panas bumi, panas bumi",0.506,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00792,UU21_2014,UU No. 21 Tahun 2014,Pasal 13 ayat 2,Setiap Orang yang memegang Izin Pemanfaatan Langsung wajib melakukan pengusahaan Panas Bumi sesuai dengan peruntukannya,geothermal,geothermal: panas bumi,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.05,Governance and Institutional Responsibility,1.0,0.05,"panas bumi, pengusahaan panas bumi","pengusahaan panas bumi, panas bumi",0.506,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00875,UU21_2014,UU No. 21 Tahun 2014,Pasal 43 ayat 1,"Pemegang Izin Pemanfaatan Langsung atau Pemegang Izin Panas Bumi sebelum melakukan pengusahaan Panas Bumi di atas tanah negara, hak atas tanah, tanah ulayat, dan/atau Kawasan Hutan harus",geothermal,geothermal: panas bumi; izin panas bumi,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.05,Governance and Institutional Responsibility,1.0,0.05,"panas bumi, pengusahaan panas bumi","pengusahaan panas bumi, panas bumi",0.506,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00886,UU21_2014,UU No. 21 Tahun 2014,Pasal 47,Pemegang Izin Pemanfaatan Langsung berhak melakukan pengusahaan Panas Bumi sesuai dengan izin yang diberikan,geothermal,geothermal: panas bumi,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.05,Governance and Institutional Responsibility,1.0,0.05,"panas bumi, pengusahaan panas bumi","pengusahaan panas bumi, panas bumi",0.506,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00961,UU21_2014,UU No. 21 Tahun 2014,Pasal 63 huruf m,kegiatan lain di bidang pengusahaan Panas Bumi sepanjang menyangkut kepentingan umum,geothermal,geothermal: panas bumi,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.05,Energy Access and Equity,1.0,0.05,"panas bumi, pengusahaan panas bumi","pengusahaan panas bumi, panas bumi",0.506,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00965,UU21_2014,UU No. 21 Tahun 2014,Pasal 65 ayat 1 huruf b,"menyampaikan laporan terjadinya bahaya, pencemaran, dan/atau perusakan lingkungan di wilayah kegiatan pengusahaan Panas Bumi",geothermal,geothermal: panas bumi,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.05,Environmental Protection and Safety,1.0,0.05,"panas bumi, pengusahaan panas bumi","pengusahaan panas bumi, panas bumi",0.506,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00973,UU21_2014,UU No. 21 Tahun 2014,Pasal 66 ayat 2 huruf a,melakukan pemeriksaan atas kebenaran laporan atau keterangan yang diterima berkenaan dengan tindak pidana dalam pengusahaan Panas Bumi,geothermal,geothermal: panas bumi,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.05,Governance and Institutional Responsibility,1.0,0.05,"panas bumi, pengusahaan panas bumi","pengusahaan panas bumi, panas bumi",0.506,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00985,UU21_2014,UU No. 21 Tahun 2014,Pasal 67,"Setiap Orang yang dengan sengaja melakukan pengusahaan Panas Bumi untuk Pemanfaatan Langsung tanpa Izin Pemanfaatan Langsung sebagaimana dimaksud dalam Pasal 11 ayat (1) dipidana dengan pidana penjara paling lama 2 (dua) tahun atau pidana denda paling banyak Rp6.000.000.000,00 (enam miliar rupiah)",geothermal,geothermal: panas bumi,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.05,Governance and Institutional Responsibility,1.0,0.05,"panas bumi, pengusahaan panas bumi","pengusahaan panas bumi, panas bumi",0.506,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00988,UU21_2014,UU No. 21 Tahun 2014,Pasal 69,"Setiap Orang yang memegang Izin Pemanfaatan Langsung yang dengan sengaja melakukan pengusahaan Panas Bumi yang tidak sesuai dengan peruntukannya sebagaimana dimaksud dalam Pasal 13 ayat (2) dipidana dengan pidana penjara paling lama 3 (tiga) tahun atau pidana denda paling banyak Rp10.000.000.000,00 (sepuluh miliar rupiah)",geothermal,geothermal: panas bumi,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.05,Governance and Institutional Responsibility,1.0,0.05,"panas bumi, pengusahaan panas bumi","pengusahaan panas bumi, panas bumi",0.506,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00993,UU21_2014,UU No. 21 Tahun 2014,Pasal 73,"Setiap Orang yang dengan sengaja menghalangi atau merintangi pengusahaan Panas Bumi untuk Pemanfaatan Langsung terhadap pemegang Izin Pemanfaatan Langsung sebagaimana dimaksud dalam Pasal 46 huruf a dipidana dengan pidana penjara paling lama 1 (satu) tahun atau pidana denda paling banyak Rp100.000.000,00 (seratus juta rupiah)",geothermal,geothermal: panas bumi,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.05,Governance and Institutional Responsibility,1.0,0.05,"panas bumi, pengusahaan panas bumi","pengusahaan panas bumi, panas bumi",0.506,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C01009,UU21_2014,UU No. 21 Tahun 2014,Pasal 80,"Pada saat Undang-Undang ini mulai berlaku, pengusahaan Panas Bumi untuk Pemanfaatan Langsung yang telah ada sebelum berlakunya Undang-Undang ini dianggap telah memiliki izin dan dalam jangka waktu paling lama 3 (tiga) tahun sejak berlakunya Undang- Undang ini wajib disesuaikan menjadi Izin Pemanfaatan Langsung",geothermal,geothermal: panas bumi,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,1.05,Governance and Institutional Responsibility,1.0,0.05,"panas bumi, pengusahaan panas bumi","pengusahaan panas bumi, panas bumi",0.506,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00626,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 22 ayat 1,"Dalam melaksanakan pengembangan pembangkit Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan sebagaimana dimaksud dalam Pasal 4 ayat (3), Badan Usaha diberikan insentif dalam bentuk fiskal maupun nonfiskal",renewable_power,renewable_power: energi terbarukan; pembangkit tenaga listrik yang memanfaatkan sumber energi terbarukan,False,,Renewable and Sustainable Energy,Renewable and Sustainable Energy,3.35,Economic and Pricing Policy,3.3,0.05,"energi terbarukan, sumber energi terbarukan","energi terbarukan, sumber energi terbarukan",0.691,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
